apache-native,1294.156,1279.659,1309.677,1306.946,1266.360,1295.815,1232.021,1270.163,1268.267,1295.734,1253.403,1307.571,1290.519,1254.815,1306.501,1292.025,1281.858,1292.246,1309.206,1271.943,1294.168,1302.827,1274.526,1297.256,1319.095,1293.203,1305.688,1318.820,1300.967,1297.411,1322.301,1299.340,1311.687,1294.611,1255.941,1318.846,1308.865,1307.576,1290.017,1294.741,1285.240,1293.708,1294.331,1312.057,1317.707,1309.745,1294.294,1309.023,1296.499,1315.208
apache-none,1162.271,1273.095,1275.449,1285.749,1292.566,1315.516,1304.940,1308.446,1253.084,1320.611,1267.403,1310.640,1269.512,1287.693,1319.499,1302.775,1283.363,1286.727,1283.127,1228.421,1259.098,1330.807,1253.791,1268.673,1303.891,1291.999,1254.025,1253.095,1256.535,1272.524,1303.858,1308.143,1315.220,1318.777,1305.019,1284.101,1253.606,1288.440,1317.645,1272.811,1307.253,1321.760,1267.303,1300.818,1279.595,1281.668,1293.503,1301.186,1326.806,1296.730
apache-sandbox,1199.195,1303.912,1295.151,1283.178,1277.559,1252.249,1275.123,1303.902,1267.599,1289.515,1299.414,1286.815,1288.034,1296.641,1311.210,1308.882,1299.546,1290.320,1262.711,1319.370,1346.885,1306.050,1303.477,1312.237,1274.971,1276.704,1297.768,1336.991,1261.031,1338.738,1335.887,1296.300,1313.173,1298.960,1289.162,1290.187,1314.675,1312.445,1318.666,1258.025,1243.180,1300.973,1281.456,1323.823,1300.073,1278.733,1292.829,1263.991,1313.996,1304.016
